"Owner","Property Address","Control Map","Group","Parcel","Special Interest","Parcel ID","Subdivision","Lot","Class","Sale Date"
"113 EMILY TRUST REALTY INVESTMENT GROUP LLC","EMILY LANE  113","033O","D","011.00","000","033O D 01100 000","RICHLAND VILLAGE SUB","10","Commercial","1/8/2022"
"113 PARTNERS","SMITH STREET  0","126C","K","009.00","000","126C K 00900 000","","","Commercial","5/31/2022"
"113 PARTNERS","MAIN STREET EAST  113","126C","K","025.00","000","126C K 02500 000","","","Commercial","5/31/2022"
"114 SHIRLEY TANASI LLC","SHIRLEY DRIVE  114","171D","A","003.00","000","171D A 00300 000","DELRAY PARK ESTATES","172","Commercial","8/4/2021"
"1150 S WATER AVE TRUST","WATER AVENUE SOUTH  1150","135C","D","001.00","000","135C D 00100 000","HALEWOOD ESTATES","LIST","Commercial","11/21/2025"
"1164 NASHVILLE PIKE LLC","NASHVILLE PIKE  1164","125M","A","016.00","000","125M A 01600 000","","","Commercial","5/19/2021"
"117 JERRY STREET TRUST","JERRY STREET  117","039","","028.01","000","039    02801 000","","","Commercial","10/1/2025"
"121 HAZELWOOD LLC JEM HOLDINGS LLC C/O","HAZELWOOD DRIVE  121","170M","H","017.00","000","170M H 01700 000","","","Commercial","12/29/2015"
"130 COLLEGE STREET TRUST","COLLEGE STREET  130","126C","F","001.00","000","126C F 00100 000","","","Commercial","11/21/2025"
"1300 NASHVILLE LLC","STRATFORD COURT  101","125","","044.01","000","125    04401 000","","","Commercial","10/22/2019"
"1300 NASHVILLE LLC","NASHVILLE PIKE  1300","136","","008.02","000","136    00802 000","","","Commercial","10/22/2019"
"13252528 LLC","MORRISON STREET  203","126F","E","021.00","000","126F E 02100 000","","","Commercial","4/4/2022"
"1366 E BROADWAY LLC","BROADWAY EAST  1350","112H","A","003.00","000","112H A 00300 000","HURST SUB-GALLATIN M","1-1","Commercial","5/10/2020"
"1366 E BROADWAY LLC","BROADWAY EAST  1366","112H","A","003.00","001","112H A 00300 001","","","Commercial","5/10/2019"
"147 LAKESIDE RETREAT LLC","SANDERS FERRY ROAD  147","164A","A","035.00","000","164A A 03500 000","B I MATTHEWS","1","Commercial","4/8/2019"
"151 INDIAN LAKE HOLDINGS LLC","INDIAN LAKE BLVD  151","159J","A","028.00","000","159J A 02800 000","INDIAN LAKE SEC 8","12","Commercial","10/31/2022"
"1645 NASHVILLE PIKE LLC","NASHVILLE PIKE  1645","136","","029.02","000","136    02902 000","FAIRVUE PLANTATION P","958","Commercial","1/11/2013"
"1650 NP LLC A SERIES OF WESTCHASE PARTNERS LLC","NASHVILLE PIKE  1650","136","","046.02","000","136    04602 000","KENNESAW FARMS PH1","7","Commercial","11/19/2025"
"200 N TRIGG LLC","TRIGG AVENUE NORTH  200","126C","E","024.00","000","126C E 02400 000","PARDUE ADD.","15-18","Commercial","7/16/2026"
"2020 INVESTMENTS LLC","COUNTRY CLUB DRIVE  100","159K","C","016.00","004","159K C 01600C004","CLUB PLACE OFFICE CO","D 106","Commercial","11/4/2021"
"21 SAC LLC","WEST MAIN STREET  208","159I","F","016.00","000","159I F 01600 000","","","Commercial","4/2/2024"
"214 INDIAN LAKE LLC","INDIAN LAKE BLVD  214","159B","B","004.01","000","159B B 00401 000","INDIAN LAKE MARKET PH 1 RESUB CR","CR1","Commercial","11/19/2025"
"220 SOUTH HICKORY OWNER LLC","HICKORY AVENUE SOUTH  220","126C","N","012.00","000","126C N 01200 000","T R A C PROPERTY","","Commercial","9/9/2022"
"225 BIG STATION CAMP BLVD MOB LLC C/O PROPERTY VALUATION SVC.","BIG STATION CAMP BLVD  221","137","","008.01","000","137    00801 000","","","Commercial","9/19/2023"
"270 EAST MAIN GALLATIN LLC ATTN: PROP VAL SVC","MAIN STREET EAST  270","126C","E","017.00","000","126C E 01700 000","","","Commercial","6/18/2009"
"2ND BASE OPPORTUNITIES GP","SOUTH BROADWAY  804","039B","B","008.00","000","039B B 00800 000","COUNTRY CLUB ESTATES","7","Commercial","7/14/2026"
"30 WEST PERSHING LLC % EPR PROPERTIES","INDIAN LAKE BLVD  304","145","","073.01","000","145    07301 000","","1A","Commercial","7/28/2016"
"3040 BUSINESS PARK CIRCLE LLC","BUSINESS PARK CIRCLE  3040","143J","F","006.00","000","143J F 00600 000","NORTHCREEK BUSINESS PARK SEC 4","12","Commercial","12/13/2024"
"3165 GOODLETTSVILLE LLC C/O GEORGE KOLOVOS","31W HWY  843","142","","012.00","000","142    01200 000","OCTANE PTS 31 LLC PROP","","Commercial","10/31/2023"
"31W REALTY LLC","31W HWY  0","118","","041.00","000","118    04100 000","","","Commercial","9/28/2011"
"31W REALTY LLC","FLAT RIDGE ROAD  107","118","","045.00","001","118    04500 001","","","Commercial","9/28/2011"
"31W REALTY LLC","LOUISVILLE HWY  1476","118","","060.00","000","118    06000 000","","","Commercial","9/28/2011"
"3517 HARTSVILLE LLC","HARTSVILLE PIKE  3517","130","","001.00","001","130    00100 001","","","Commercial","2/7/2025"
"3517 HARTSVILLE LLC","HARTSVILLE PIKE  3517","130","","001.00","002","130    00100 002","","","Commercial","2/7/2025"
"3D FINANCIAL","REED ST  301","033A","C","016.00","000","033A C 01600 000","","","Commercial","2/17/2006"
"4 X 2 X 1 LLC","BUSINESS PARK CIRCLE  3106","143J","F","009.02","000","143J F 00902 000","NORTHCREEK BUSINESS PARK SEC 12","1","Commercial","9/9/2025"
"441 PROPERTY LLC","MAIN STREET WEST  441","126G","B","011.00","000","126G B 01100 000","","","Commercial","7/12/2024"
"4F BUSINESS LLC","ROCKLAND ROAD  318","160O","D","017.00","000","160O D 01700 000","WILLIAM FERGUSON SEC 3","2","Commercial","10/7/2024"
"4JJ RENTALS LLC","SEUSS WAY  613","123B","G","068.00","000","123B G 06800 000","DURHAM FARMS PH4 SEC35B","","Commercial","11/27/2024"
"4PM LLC","EASTLAND STREET WEST  254","113N","G","001.00","000","113N G 00100 000","","","Commercial","10/17/2016"
"4PM LLC","POWELL STREET  370","113N","G","023.00","000","113N G 02300 000","","","Commercial","10/17/2016"
"4PT HENDERSONVILLE PROPERTY 1 LLC","ANDERSON LANE NORTH  201","159B","B","009.00","000","159B B 00900 000","INDIAN LAKE MARKET PH 1 RESUB G,H","HR","Commercial","11/22/2024"
"4PT HENDERSONVILLE PROPERTY 1 LLC","NEW SHACKLE ISLAND RD  230","160D","B","012.01","000","160D B 01201 000","HENDERSONVILLE MARKE","1-1","Commercial","11/22/2024"
"591 N COUNCIL AVENUE LLC","COUNCIL AVENUE NORTH  591","113K","L","005.00","000","113K L 00500 000","LINCOLN PARK","55-58","Commercial","7/31/2026"
"5D PROPERTIES","JAMES CIRCLE  163","126M","A","009.00","000","126M A 00900 000","","","Commercial","6/29/2004"
"5IVE FINANCIAL LLC","GATEVIEW DRIVE  1077","034","","134.00","000","034    13400 000","WESTGATE DEVELOPMENT","8","Commercial","11/21/2018"
"615 PROPERTIES LLC","SPRINGFIELD HWY  863","141","","032.01","000","141    03201 000","FITZPATRICK","31","Commercial","11/10/2016"
"644 BLYTHE LLC","BLYTHE AVENUE  644","113J","C","001.00","000","113J C 00100 000","","","Commercial","6/29/2026"
"675 NASHVILLE TN LLC","NASHVILLE PIKE  677","126G","C","015.00","000","126G C 01500 000","LACKEY ADD","1","Commercial","8/14/2026"
"6B HOLDINGS LLC %BYRD JAMIE C/O","BONITA PKWY  156","159K","A","019.02","000","159K A 01902 000","MAPLES COMM PROPERTY","4","Commercial","3/11/2021"
"6HI LLC","SANDERS FERRY ROAD  248","164P","C","025.00","000","164P C 02500 000","KIMBERLY MANOR","PO 1","Commercial","7/21/2022"
"731 WATER TN LLC","WATER AVENUE NORTH  731","113K","C","003.00","000","113K C 00300 000","DAVID, DUSTIN + DERRICK BANDY B S","BS","Commercial","5/20/2019"
"837 PROPERTIES LLC","52 HWY  968","034","","127.00","000","034    12700 000","TC PROPERTIES","1","Commercial","1/31/2019"
"890 GALLATIN STOLLEY LLC ATTN: PROP VAL SVC","BLUE JAY WAY NORTH  890","136D","D","003.00","000","136D D 00300 000","HEAVENLY RE LLC RESUB 2","3","Commercial","12/1/2021"
"9 PROPERTIES GP","WEST MAIN STREET  445","163C","F","010.00","000","163C F 01000 000","IMPERIAL SQUARE SEC 13","17","Commercial","5/26/2022"
"923 HIGHWAY ASSOCIATES LLC 923 HIGHWAY INVESTORS LLC","NASHVILLE PIKE  923","126I","B","008.01","000","126I B 00801 000","RESTRAUNT & RET","1","Commercial","5/27/2016"
"A & M PROPERTY INVESTMENTS LLC","BLACK THORN LANE  274","124C","A","014.00","000","124C A 01400 000","","180","Commercial","1/9/2023"
"A & M PROPERTY INVESTMENTS LLC","AMBASSADOR CIRCLE PVT  142","145","","044.03","042","145    04403C042","BRIDGEMILL AT INDIAN LAKE VILLAGE","42","Commercial","1/9/2023"
"A B G F L P NO 1 LP ARLES B GREENE RA C/O","SPRINGFIELD HWY  861","141M","A","001.00","000","141M A 00100 000","MANSKER IND PARK SEC","5","Commercial","6/2/2026"
"A N A PROPERTY LLC","LOUISVILLE HWY  1115","140","","017.01","000","140    01701 000","","","Commercial","3/29/2019"
"A N A PROPERTY LLC","LOUISVILLE HWY  1129","140","","017.02","000","140    01702 000","","","Commercial","6/28/2018"
"A N A PROPERTY LLC","LOUISVILLE HWY  0","140","","017.05","000","140    01705 000","","","Commercial","3/29/2019"
"A2Z LLC","S BROADWAY ST  117","033H","G","011.00","000","033H G 01100 000","","","Commercial","3/1/2023"
"A2Z LLC","S BROADWAY ST  117","033H","G","012.00","000","033H G 01200 000","","","Commercial","3/1/2023"
"AAA AUTO GLASS INC","31W HWY  4030","056","","053.01","000","056    05301 000","","","Commercial","6/3/2016"
"AAA COMMUNICATIONS INC","HAZEL PATH DRIVE  102","164A","C","016.00","003","164A C 01600C003","HAZEL PATH SEC 2","4","Commercial","4/13/2018"
"AAESURATI PROPERTIES LLC","TULIP POPLAR DRIVE  1468","125M","A","001.10","000","125M A 00110 000","BAKERS CROSSING RESU","3","Commercial","8/21/2019"
"ABBA01 LLC","NASHVILLE PIKE  1461","136F","E","004.00","000","136F E 00400 000","MILAN INVESTMENTS PROP LLC","1","Commercial","2/24/2023"
"ABBA01 LLC","NASHVILLE PIKE  1465","136F","E","004.01","000","136F E 00401 000","MILAN INVESTMENTS PROP LLC","2","Commercial","2/24/2023"
"ABBG PROPERTIES LLC","NORTH BIRCHWOOD DRIVE  349","145P","F","008.00","000","145P F 00800 000","GLEN OAKS SEC 5","254","Commercial","5/30/2024"
"ABBG PROPERTIES LLC","AGEE CIRCLE EAST  125","159A","N","013.00","000","159A N 01300 000","GLEN OAK SEC 1 PT C","45","Commercial","5/30/2024"
"ABBG PROPERTIES LLC","GATONE DRIVE  158","169H","H","010.00","000","169H H 01000 000","LAKESIDE PARK SEC 9","336","Commercial","5/30/2024"
"ABGFLP NO 1 LP","LOUISVILLE HWY  803","142","","016.00","000","142    01600 000","","","Commercial","6/2/2026"
"ABHI P INC","31E HWY  2501","090G","A","001.00","000","090G A 00100 000","ELMWOOD ESTATES","1","Commercial","1/31/2019"
"ABRAHAM MILAD & MERNA MILAD ABRAHAM & MICHAEL MILAD ABRAHAM","WEST MAIN STREET 632 -  636","160N","C","025.00","000","160N C 02500 000","HIGHLAND ACRES","0086","Commercial","9/11/2024"
"ABRAHAMSON PROPERTRIES LLC","INDIAN LAKE BLVD  165","159J","A","021.16","102","159J A 02116C102","INDIAN LAKE OFFICES","102","Commercial","12/2/2021"
"ABUTRAB ERIC A ABUTRAB REBECCA A ETUX","KERR WAY  235","034E","D","009.00","000","034E D 00900 000","ORCHARD PARK","9","Commercial","11/8/2022"
"ABUTRAB ERIC A ABUTRAB REBECCA A ETUX","KERR WAY  236","034E","D","010.00","000","034E D 01000 000","ORCHARD PARK","10","Commercial","11/8/2022"
"ABUTRAB ERIC ABUTRAB REBECCA","KERR WAY  232","034E","D","011.00","000","034E D 01100 000","ORCHARD PARK","11","Commercial","12/17/2021"
"ABUTRAB ERIC ABUTRAB REBECCA ETUX","KERR WAY  227","034E","D","007.00","000","034E D 00700 000","ORCHARD PARK","7","Commercial","7/7/2022"
"ABUTRAB ERIC ABUTRAB REBECCA ETUX","KERR WAY  231","034E","D","008.00","000","034E D 00800 000","ORCHARD PARK","8","Commercial","7/7/2022"
"ABUTRAB ERIC ABUTRAB REBECCA ETUX","KERR WAY  228","034E","D","012.00","000","034E D 01200 000","ORCHARD PARK","12","Commercial","12/17/2021"
"ABUTRAB ERIC ABUTRAB REBECCA ETUX","WEST MARKET ST  537","034E","D","017.00","000","034E D 01700 000","ORCHARD PARK","17","Commercial","10/21/2022"
"ABUTRAB ERIC ABUTRAB REBECCA ETUX","WEST MARKET STREET  535","034E","D","018.00","000","034E D 01800 000","ORCHARD PARK","18","Commercial","10/21/2022"
"ACCESS PROPERTIES","WATER AVENUE NORTH  364","113N","G","012.00","000","113N G 01200 000","","","Commercial","3/25/2010"
"ACCESS PROPERTIES","WATER AVENUE NORTH  0","113N","G","013.00","000","113N G 01300 000","","","Commercial","3/25/2010"
"ACCESS PROPERTIES","GRAY STREET WEST  129","113N","G","016.00","000","113N G 01600 000","","","Commercial","2/14/2020"
"ACCESS PROPERTIES","GRAY STREET WEST  201","113N","G","017.00","000","113N G 01700 000","","","Commercial","7/15/2019"
"ACCESS PROPERTIES","GRAY STREET WEST  207","113N","G","018.00","000","113N G 01800 000","","","Commercial","6/18/2019"
"ACCESS PROPERTIES","GRAY STREET WEST  215","113N","G","019.00","000","113N G 01900 000","","","Commercial","4/28/2017"
"ACCESS PROPERTIES","GRAY STREET WEST  0","113N","G","020.00","000","113N G 02000 000","","","Commercial","4/28/2017"
"ACCESS PROPERTIES","GRAY STREET WEST  0","113N","G","021.00","000","113N G 02100 000","","","Commercial","4/28/2017"
"ACCESS PROPERTIES","POWELL STREET  0","113N","G","022.00","000","113N G 02200 000","","","Commercial","11/3/2015"
"ACE MAPLE DRIVE LLC","MAPLE DRIVE NORTH  130","159J","A","022.03","000","159J A 02203 000","SHOLODGE","1","Commercial","2/27/2014"
"ACHIEVER CAPITAL LLC","MAIN STREET EAST  101","126C","K","001.00","000","126C K 00100 000","","","Commercial","5/27/2025"
"ADAMS BRANDON TR 211 HAZELWOOD DR TRUST","HAZELWOOD DRIVE  211","170L","E","033.00","000","170L E 03300 000","TERRACE HILLS SEC 2","26","Commercial","2/3/2022"
"ADAMS NANCY P","HARBOR DRIVE  251","163E","E","020.00","000","163E E 02000 000","HENDERSONVILLE LAKEFRONT ESTATES","189","Commercial","12/17/1996"
"ADAMS SINDI J TR & ADAMS ADRIAN C TR SINDI J ADAMS REV TR & ADRIAN C ADAMS R","HUNT CLUB BLVD  1529","146F","A","004.00","008","146F A 00400C008","","","Commercial","2/7/2024"
"ADAMSON JAMES T III ETUX LISA G","A B WADE ROAD  125","052","","066.00","000","052    06600 000","","","Commercial","9/24/1983"
"ADAMSON JAMES T III ETUX LISA GRANTHAM","BUTLER ROAD  726","039","","115.03","000","039    11503 000","MILDRED ADAMSON PROP","1","Commercial","4/25/1989"
"ADCOCK JACOB","25E HWY  1611","112K","A","001.00","000","112K A 00100 000","SUNNYMEADE S/D SEC 1","1","Commercial","8/31/2021"
"ADCOCK JACOB","EASTOVER STREET  134","113F","A","014.00","000","113F A 01400 000","LANGFORD HGTS NO 1","13-14","Commercial","2/15/2019"
"ADCOCK JACOB","LINCOLN DRIVE  721","113J","A","032.00","000","113J A 03200 000","CLEARVIEW HTS. NO. 5","IST","Commercial","1/30/2024"
"ADCOCK JACOB","GRAY STREET EAST  101","113N","B","013.00","000","113N B 01300 000","","","Commercial","2/25/2025"
"ADCOCK JACOB","WATER AVENUE NORTH  383","113N","B","014.00","000","113N B 01400 000","","","Commercial","2/25/2025"
"ADCOCK JACOB","BELVEDERE DRIVE NORTH  180","125M","A","022.00","014","125M A 02200C014","SUMNER CROSSINGS CON","14","Commercial","8/30/2017"
"ADCOCK JACOB","LOCUST AVENUE SOUTH  114","126C","H","011.00","000","126C H 01100 000","","","Commercial","9/22/2020"
"ADCOCK JACOB","WATER AVENUE SOUTH  125","126C","K","007.00","000","126C K 00700 000","","","Commercial","10/30/2020"
"ADCOCK JACOB","WATER AVENUE SOUTH","126C","K","008.00","000","126C K 00800 000","","","Commercial","10/30/2020"
"ADCOCK JACOB","WATER AVENUE SOUTH  201","126C","M","008.00","000","126C M 00800 000","","","Commercial","10/30/2020"
"ADCOCK JACOB","PARK AVENUE EAST  227","126F","K","034.01","000","126F K 03401 000","SUNSET VIEW ADDN","20","Commercial","8/31/2021"
"ADCOCK JACOB","WOODCREST DRIVE","135D","E","042.00","000","135D E 04200 000","SPRINGBROOK SEC 2 RES 27-54","81","Commercial","6/4/2019"
"ADCOCK JACOB B","WOODROW STREET EAST","113K","F","020.00","000","113K F 02000 000","LANGFORD HGTS. #2","36","Commercial","1/8/2015"
"ADCOCK JACOB B","BELVEDERE DRIVE NORTH  180","125M","A","022.00","015","125M A 02200C015","SUMNER CROSSINGS CON","15","Commercial","2/9/2017"
"ADCOCK JACOB B","WINCHESTER STREET WEST  124","126F","B","010.00","000","126F B 01000 000","HAYNES SLOAN PROP","2","Commercial","4/16/2015"
"ADCOCK JACOB BRADLEY","BELVEDERE DRIVE NORTH  180","125M","A","022.00","009","125M A 02200C009","SUMNER CROSSINGS CON","9","Commercial","5/29/2024"
"ADCOCK JACOB BRADLEY","BELVEDERE DRIVE NORTH  180","125M","A","022.00","010","125M A 02200C010","SUMNER CROSSINGS CON","10","Commercial","5/29/2024"
"ADVANCE PORTLAND GP C/O GARY NELSON CPA GOGIAN PROPERTIES","BROADWAY SOUTH  304","033H","H","033.00","000","033H H 03300 000","PORTLAND PROP LLC SU","3-3","Commercial","1/31/2005"
"ADVANCED BILLING CONSULTANTS LLC","BUSINESS PARK CIRCLE  3024","143J","F","005.00","000","143J F 00500 000","NORTHCREEK BUSINESS PARK SEC 5","14","Commercial","2/22/2021"
"ADVENTURE HOLDINGS LLC","PILOT VIEW  1570","146","","033.08","000","146    03308 000","BRANHAM CORNER","3","Commercial","2/21/2014"
"AGREE CONVENIENCE NO 1 LLC C/O THORNTONS LLC","EAST MAIN STREET  768","146","","056.00","000","146    05600 000","","","Commercial","9/20/2021"
"AGREE LIMITED PARTNERSHIP","GLENBROOK WAY  1032","144","","111.01","000","144    11101 000","GLENBROOK N SEC 2 RE","22","Commercial","2/23/2022"
"AH4R 1 TN LLC","VILLA WAY  62","144I","M","020.00","000","144I M 02000 000","MANSKER FARMS PH 16","734","Commercial","9/14/2012"
"AH4R I TN LLC","WEATHERVANE DRIVE  681","114E","B","019.00","000","114E B 01900 000","TWIN EAGLES PH 3","31","Commercial","1/1/2013"
"AH4R I TN LLC","FLAXTON STREET  1012","124H","B","030.00","000","124H B 03000 000","CREEKSIDE AT STATION","B52","Commercial","10/12/2012"
"AH4R I TN LLC","SMOKE RISE LANE  1002","138K","B","010.00","000","138K B 01000 000","AUTUMN CREEK SEC 2","188","Commercial","5/7/2013"
"AH4R PROPERTIES TWO LLC ATTN PROPERTY TAX DEPARTMENT C/O","GANNETT ROAD  1036","124I","B","005.00","000","124I B 00500 000","CREEKSIDE AT STATION","C177","Commercial","1/8/2019"
"AH4R TN 11 LLC","TRAIL RIDGE WAY  130","144H","C","023.00","000","144H C 02300 000","MANSKER FARMS PH 10 SEC 1","556","Commercial","12/3/2012"
"AH4R TN 3 LLC","CHANDLER BLVD  234","077L","A","020.00","000","077L A 02000 000","SUMNER CROSSINGS","78","Commercial","10/18/2016"
"AH4R TN 3 LLC","LANDONS CIRCLE  408","077L","B","005.00","000","077L B 00500 000","SUMNER CROSSINGS","19","Commercial","8/31/2016"
"AH4R TN 3 LLC","SHEFFIELD DRIVE  407","077L","C","027.00","000","077L C 02700 000","SUMNER CROSSINGS PH-","84-84","Commercial","10/3/2016"
"AH4R TN 3 LLC","PATANA DRIVE  309","096B","B","026.00","000","096B B 02600 000","MEADOW BROOK AMND-ME","34-34","Commercial","12/29/2016"
"AH4R TN 3 LLC","GRANITE COURT  105","096H","B","027.00","000","096H B 02700 000","GREYSTONE SUB PH 1","67","Commercial","2/2/2017"
"AH4R TN 3 LLC","WOODLANDS DRIVE  403","112J","B","005.00","000","112J B 00500 000","WOODLANDS SEC 1","28","Commercial","2/21/2017"
"AH4R TN 3 LLC","ROCK LEDGE PASS  1155","112O","E","020.00","000","112O E 02000 000","STONEHEDGE PH 3","72","Commercial","11/30/2016"
"AH4R TN 3 LLC","BRADFORD DRIVE  536","114J","C","032.00","000","114J C 03200 000","CAMBRIDGE FARMS PH 5","455","Commercial","2/6/2018"
"AH4R TN 3 LLC","WENTWORTH DRIVE  1287","114J","D","010.00","000","114J D 01000 000","CAMBRIDGE FARMS PH 6","489","Commercial","3/27/2015"
"AH4R TN 3 LLC","WORTHINGTON PLACE  614","114K","G","029.00","000","114K G 02900 000","CAMBRIDGE FARMS PH 3","304","Commercial","2/25/2016"
"AH4R TN 3 LLC","CREEK TRAIL  2122","120D","B","040.00","000","120D B 04000 000","WILLOW CREEK SEC 3","163","Commercial","8/31/2016"
"AH4R TN 3 LLC","LASSITER DRIVE  1020","120K","A","040.00","000","120K A 04000 000","NORTH POINTE PHASE I","80","Commercial","7/18/2017"
"AH4R TN 3 LLC","CREEKVIEW LANE  3107","120L","B","036.00","000","120L B 03600 000","NORTH POINTE PH 2","169","Commercial","9/23/2015"
"AH4R TN 3 LLC","GANNETT ROAD  1050","124I","B","010.00","000","124I B 01000 000","CREEKSIDE AT STATION","C172","Commercial","1/26/2015"
"AH4R TN 3 LLC","FULMAN ROAD  1039","124I","D","012.00","000","124I D 01200 000","CREEKSIDE AT STATION","C25","Commercial","7/27/2017"
"AH4R TN 3 LLC","KATHY CIRCLE  624","126P","D","038.00","000","126P D 03800 000","JACOBS HEIGHTS SEC 1","0007","Commercial","12/2/2016"
"AH4R TN 3 LLC","SPENCER SPRINGS DRIVE  106","127E","D","050.00","000","127E D 05000 000","SPENCER SPRINGS","50","Commercial","3/14/2017"
"AH4R TN 3 LLC","SAVANNAH AVENUE  1032","135B","B","036.00","000","135B B 03600 000","ELK ACRES SEC 1","32","Commercial","9/16/2016"
"AH4R TN 3 LLC","BRIGHTSTAR COURT  156","136E","E","002.00","000","136E E 00200 000","BAYWOOD POINTE PH 1 SEC 1","2","Commercial","5/16/2017"
"AH4R TN 3 LLC","CHESIRE WAY  977","136F","C","009.00","000","136F C 00900 000","PLANTATION TRACE PH 2","9","Commercial","6/7/2017"
"AH4R TN 3 LLC","SETTLERS WAY  125","137O","C","005.00","000","137O C 00500 000","SAUNDERSVILLE STATION PH 1 SEC 2","43","Commercial","10/12/2017"
"AH4R TN 3 LLC","CRESTHAVEN COURT  103","137O","D","015.00","000","137O D 01500 000","WYNBROOKE PH 3","165","Commercial","11/16/2017"
"AH4R TN 3 LLC","WHISPERING WIND WAY  1004","138K","D","007.00","000","138K D 00700 000","AUTUMN CREEK SEC 6","139","Commercial","9/6/2017"
"AH4R TN 3 LLC","PARK COURT  104","143A","D","022.00","000","143A D 02200 000","WOODWYN HILLS SEC 1","23","Commercial","2/12/2015"
"AH4R TN 3 LLC","TRAIL RIDGE DRIVE  154","143E","A","018.00","000","143E A 01800 000","MANSKER FARMS PH 12","699","Commercial","3/13/2015"
"AH4R TN 3 LLC","TRAIL RIDGE WAY  103","144H","C","008.00","000","144H C 00800 000","MANSKER FARMS PH 10 SEC 1","463","Commercial","3/13/2015"
"AH4R TN 3 LLC","TRAIL RIDGE WAY  136","144H","C","026.00","000","144H C 02600 000","MANSKER FARMS PH 10 SEC 1","553","Commercial","8/31/2016"
"AH4R TN 3 LLC","VICTORIA LANE WEST  1013","144K","A","030.00","000","144K A 03000 000","ALEXANDREA PLACE","86","Commercial","9/16/2015"
"AH4R TN 3 LLC","BURNHAM CIRCLE  1029","144K","C","021.00","000","144K C 02100 000","ALEXANDREA PLACE SEC","64","Commercial","5/11/2017"
"AH4R TN 3 LLC","BRAXTON LANE WEST  109","144N","C","033.00","000","144N C 03300 000","TRACE AT ALEXANDREA PLACE PH 1","122","Commercial","5/15/2017"
"AH4R TN 3 LLC","BRAXTON LANE EAST  112","144N","C","046.00","000","144N C 04600 000","TRACE AT ALEXANDREA PLACE PH 1","135","Commercial","11/16/2016"
"AH4R TN 3 LLC","DEVONSHIRE TRAIL  112","146O","B","041.00","000","146O B 04100 000","VILLAGE AT RIVERCHAS","57","Commercial","8/24/2016"
"AH4R TN 3 LLC","ACADIA COURT  982","148I","A","022.00","000","148I A 02200 000","CUMBERLAND PLACE N S","126","Commercial","4/19/2017"
"AH4R TN 3 LLC","RIVER CHASE  114","158B","C","008.00","000","158B C 00800 000","RIVERCHASE SEC 1","8","Commercial","9/28/2017"
"AH4R TN 3 LLC","BRADFORD CIRCLE  143","159K","F","060.00","000","159K F 06000 000","BRADFORD SHADE SEC 3","93","Commercial","7/14/2015"
"AH4R TN 3 LLC","VINTAGE CIRCLE  198","159K","G","017.00","000","159K G 01700 000","VINTAGE KNOLL PH 5","58","Commercial","3/13/2015"
"AH4R TN 3 LLC","VINTAGE CIRCLE  192","159K","G","020.00","000","159K G 02000 000","VINTAGE KNOLL PH 5","61","Commercial","3/13/2015"
"AH4R TN 3 LLC","LEGENDS DRIVE  126","159N","K","013.00","000","159N K 01300 000","VINTAGE KNOLL SUB PH","118","Commercial","2/5/2015"
